article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study049,The high frequency protocol would induce greater objective fatigability than low frequency NMES.,Torque-Frequency Relationship,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the principle that higher frequencies produce higher torque (up to a plateau), which could lead to greater fatigability, but no specific causal pathway from frequency to fatigability is detailed."
Study049,The high frequency protocol would induce greater changes in CNS excitability than low frequency NMES.,NA,none,abductive,FALSE,NA,"The hypothesis is based on a prior empirical observation (Mang et al., 2010) that 100 Hz was more effective than lower frequencies in increasing MEP amplitude, not on a deductive theory."
Study050,GRF data and lower-limb joint torques and power would change during diving motion according to the differences in distance and height of the suspended ball.,NA,none,none,FALSE,NA,The hypothesis is not linked to any formal theoretical framework; it is motivated by a gap in the literature and practical observation.
Study051,Patellofemoral force and stress would be greater performing ball squat than wall squat during squat descent.,NA,none,none,FALSE,NA,"The hypothesis is based on a biomechanical comparison of two exercises, with no reference to a formal theoretical framework."
Study051,Patellofemoral force and stress would be greater in wall squat than ball squat during squat ascent.,NA,none,none,FALSE,NA,"The hypothesis is based on a biomechanical comparison of two exercises, with no reference to a formal theoretical framework."
Study051,Patellofemoral force and stress would be greater with short HTWD than long HTWD.,NA,none,none,FALSE,NA,"The hypothesis is based on a biomechanical comparison of two technique variations, with no reference to a formal theoretical framework."
Study052,"The torque and cadence relationship for different effort durations differs between cyclists of different performance levels (WT, PC, U23).",NA,none,none,FALSE,NA,"The hypothesis is based on prior empirical observations of differences in power output profiles and endurance durability, not on a formal theoretical framework."
Study052,"The torque and cadence relationship for different effort durations differs between cyclists of different team roles (allrounders, time trialists, climbers, team leaders).",NA,none,none,FALSE,NA,"The hypothesis is based on prior empirical observations of differences in power output profiles and endurance durability, not on a formal theoretical framework."
Study052,"The torque and cadence relationship would be significantly different, particularly for the longest efforts.",NA,none,none,FALSE,NA,"This is a more specific prediction about the pattern of the expected differences, but it remains grounded in the same empirical literature, not a theoretical mechanism."
Study053,Electrically evoked contractile output would be impaired less and recover sooner in comparison with voluntary contractile output.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior observations and methodological gaps, with no reference to a formal theoretical framework."
Study054,"WBC-RSH would improve performance during exercise in hypoxia compared with RSH and RSH-WBC, through an increase in muscle oxygenation.",Cold-Induced Autonomic And Vascular Response Model,implicit,abductive,TRUE,"Increase in muscle oxygenation (as per Krüger et al., 15).","The hypothesis is framed by the theory's proposed mechanism of cold-induced peripheral vasodilatation improving muscle oxygen availability, but the prediction originates from prior empirical observations linking WBC to performance."
Study054,RSH-WBC would induce improved sleep compared to RSH and control night.,Cold-Induced Autonomic And Sleep Regulation Model,implicit,consistent,FALSE,NA,"The hypothesis is compatible with the theory's claim that WBC enhances sleep quality, but the theory does not strictly entail this specific outcome for a post-RSH application."
Study054,Both WBC conditions would enhance recovery of HRV indices compared to RSH.,Autonomic Recovery Model (Post-WBC),implicit,consistent,FALSE,NA,"The hypothesis aligns with the model's described effect of WBC on improving post-exercise heart rate variability, but it is a direct replication of prior observations rather than a derived prediction."
Study055,Wetsuit use will have an effect on biomechanical variables that would mitigate fatigability in front crawl at preset speed compared with swimsuit.,NA,none,none,TRUE,"The text suggests a mechanism based on the wetsuit's reported effects on buoyancy, friction drag, and propelling proficiency (stroke length and stroke index), which are argued to lead to performance enhancement. The hypothesis posits these biomechanical advantages will counteract the expected increase in fatigability during a prolonged effort.","The hypothesis is empirically motivated by prior findings on wetsuit biomechanics and the practical problem of fatigability in long-distance events, with no theoretical framework cited."
